Data; Group; Nome_POD; IPERF
dom 05 mar 2023 16:27:11 -03; Group 1; vote-79787c6c8b-qpzmg; 8.70
dom 05 mar 2023 16:27:21 -03; Group 1; vote-79787c6c8b-qpzmg; 8.99
dom 05 mar 2023 16:27:32 -03; Group 1; vote-79787c6c8b-qpzmg; 8.95
dom 05 mar 2023 16:27:42 -03; Group 1; vote-79787c6c8b-qpzmg; 8.86
dom 05 mar 2023 16:27:53 -03; Group 1; vote-79787c6c8b-qpzmg; 9.02
dom 05 mar 2023 16:28:03 -03; Group 1; vote-79787c6c8b-qpzmg; 8.91
dom 05 mar 2023 16:28:14 -03; Group 1; vote-79787c6c8b-qpzmg; 8.90
dom 05 mar 2023 16:28:24 -03; Group 1; vote-79787c6c8b-qpzmg; 9.05
dom 05 mar 2023 16:28:35 -03; Group 1; vote-79787c6c8b-qpzmg; 9.07
dom 05 mar 2023 16:28:45 -03; Group 1; vote-79787c6c8b-qpzmg; 9.09
dom 05 mar 2023 16:28:56 -03; Group 1; vote-79787c6c8b-qpzmg; 8.76
dom 05 mar 2023 16:29:06 -03; Group 1; vote-79787c6c8b-qpzmg; 9.03
dom 05 mar 2023 16:29:17 -03; Group 1; vote-79787c6c8b-qpzmg; 9.04
dom 05 mar 2023 16:29:27 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.09
dom 05 mar 2023 16:29:38 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:29:48 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:29:59 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.09
dom 05 mar 2023 16:30:09 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:30:20 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:30:30 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:30:41 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:30:51 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.09
dom 05 mar 2023 16:31:02 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:31:12 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:31:23 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:31:33 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:31:44 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:31:54 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:05 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:15 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:26 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:36 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:47 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:32:57 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:33:08 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:33:18 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:33:29 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:33:39 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.09
dom 05 mar 2023 16:33:50 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.09
dom 05 mar 2023 16:34:00 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:34:11 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:34:21 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
dom 05 mar 2023 16:34:31 -03; Group 1; worker-78b9ff59fc-5wmnc; 010.08
